r,n_r,j,k,in_window_d0.5,in_window_d1,w,abs_D,arg_D,abs_H,arg_H,arg_DH,abs_term,term_re,term_im
26,7,2,5,1,1,0.19543319737980472,0.9874829901604438,0.5240744448890677,0.962289087864063,0.5462394907679181,1.070313935656986,0.18570924390398363,0.08911236170956692,0.16293222597734497
26,7,3,4,1,1,0.07516661437684798,0.95064455661289,0.7335227583594347,0.9323463992172824,0.9314838989875218,1.6650066573469566,0.06662242752252774,-0.006267240404602529,0.06632698957969808
26,7,4,3,1,1,0.02104665202551743,0.8351820771048222,1.055428692598929,0.8845071564627556,1.6220344398763924,2.6774631324753213,0.015547678002472462,-0.01390291354865017,0.006959833771529719
26,7,5,2,1,1,0.004209330405103486,0.5968029957733548,1.4333937165162012,0.8223087709993167,2.8813006408163258,-1.9684909498470597,0.0020657555749694963,-0.0008000545673140919,-0.0019045363700484737
26,7,6,1,1,1,0.000549043096317846,0.33934220705238705,1.6510090771824324,0.7845695998164519,-1.0647624563411526,0.5862466208412798,0.00014617590505312212,0.00012176789899270917,8.087010568189431e-05
26,7,7,0,1,1,3.565214911154844e-05,0.25353658096545717,1.2394882947620762,0.9999999999999999,-2.6387135052841364,-1.3992252105220604,9.039123989812652e-06,1.5432551335752153e-06,-8.906409270626428e-06
27,7,0,7,1,1,0.36534701857282503,0.9999999999999998,0.31512889272119843,0.9900880295811374,0.19197632366970346,0.5071052163909018,0.3617257097321115,0.3162039820217702,0.1756716563216043
27,7,1,6,1,1,0.3527488455185897,0.9975954207533365,0.39509996627583965,0.9814655052072419,0.3155617936105503,0.71066175988639,0.3453783325161062,0.2617727213189452,0.22530254091971508
27,7,2,5,1,1,0.18897259581353018,0.9874829901604438,0.5240744448890677,0.9654076118520221,0.531382293263852,1.0554567381529198,0.18015203444945843,0.08878439238058698,0.15675486335641653
27,7,3,4,1,1,0.06998985030130747,0.95064455661289,0.7335227583594347,0.9368089969330488,0.914060871764024,1.6475836301234585,0.06233102710517178,-0.0047815293701354376,0.06214735647530144
27,7,4,3,1,1,0.0188434212349674,0.8351820771048222,1.055428692598929,0.8904153616051269,1.602757128954273,2.658185821553202,0.014013078872453821,-0.012407412290407455,0.0065132556944632256
27,7,5,2,1,1,0.00361793687711374,0.5968029957733548,1.4333937165162012,0.8293185748638281,2.8623062415563356,-1.9874853491070497,0.001790660990294597,-0.0007247431874118881,-0.0016374413255023474
27,7,6,1,1,1,0.0004522421096392175,0.33934220705238705,1.6510090771824324,0.7926079901670154,-1.0781475842345638,0.5728614929478685,0.00012163745491177545,0.00010221844602519351,6.593223589116934e-05
27,7,7,0,1,1,2.8089572027280593e-05,0.25353658096545717,1.2394882947620762,1.0,-2.6382711452680496,-1.3987828505059736,7.121734052579667e-06,1.2190019808129355e-06,-7.016632389290958e-06
28,8,0,8,1,1,0.33517952635599696,0.9999999999999998,0.31512889272119843,0.9831981826087467,0.22259248114568955,0.537721373866888,0.3295479011608767,0.28304143480119914,0.16878793009340895
28,8,1,7,1,1,0.3459917691416743,0.9975954207533365,0.39509996627583965,0.9693183669646176,0.3590000651377723,0.7541000314136119,0.3345697380534145,0.24386386269500618,0.22905747333933804
28,8,2,6,1,1,0.20182853199931,0.9874829901604438,0.5240744448890677,0.9441167417078894,0.5932717186146659,1.1173461635037336,0.1881645835949324,0.08242918926141976,0.16914886720625524
28,8,3,5,1,1,0.08351525462040413,0.95064455661289,0.7335227583594347,0.900276165034952,1.0019141855758726,1.7354369439353075,0.07147591563872407,-0.011714746651459329,0.07050936978364028
28,8,4,4,1,1,0.02609851706887629,0.8351820771048222,1.055428692598929,0.8300558720009755,1.7258013293044512,2.78123002190338,0.018092739209570424,-0.01693062477313379,0.006379745833250364
28,8,5,3,1,1,0.006186315157066973,0.5968029957733548,1.4333937165162012,0.7336975144778408,3.0291517236286114,-1.8206398670347737,0.0027088196012034368,-0.0006697620403546015,-0.0026247137827130774
28,8,6,2,1,1,0.0010707083925692838,0.33934220705238705,1.6510090771824324,0.6310337248235042,-0.8683994002895614,0.7826096768928711,0.00022927761590773698,0.00016257520599624007,0.0001616710473511441
28,8,7,1,1,1,0.00012236667343648957,0.25353658096545717,1.2394882947620762,0.7633037746433337,-2.4226525849362326,-1.1831642901741564,2.368106300404932e-05,8.951375519961538e-06,-2.1924087696011137e-05
28,8,8,0,1,1,7.010590665632215e-06,0.14317193728333336,0.8115571960160283,0.9999999999999997,1.0072328299982687,1.818790026014297,1.0037198470990172e-06,-2.463726048116159e-07,9.73012883295393e-07
29,8,0,8,1,1,0.34759358288770054,0.9999999999999998,0.31512889272119843,0.9852366324884365,0.21106373613786567,0.526192628859064,0.34246193107886824,0.29613558693500386,0.17199967554890416
29,8,1,7,1,1,0.34759358288770054,0.9975954207533365,0.39509996627583965,0.9724594563493693,0.34470027408694015,0.7398002403627798,0.3372078691655435,0.24906282455171194,0.22732544172065178
29,8,2,6,1,1,0.19622218388821805,0.9874829901604438,0.5240744448890677,0.9488166234347146,0.575798907597082,1.0998733524861497,0.1838484672126004,0.0834137018175908,0.16383654429189065
29,8,3,5,1,1,0.07848887355528722,0.95064455661289,0.7335227583594347,0.9069528890093286,0.9811460990472772,1.714668857406712,0.06767230831528015,-0.00970263228079607,0.06697313072824047
29,8,4,4,1,1,0.023681987710647005,0.8351820771048222,1.055428692598929,0.8388154650874066,1.7022275705947785,2.7576562631937076,0.016590739570774733,-0.015382889875307443,0.006214445959973765
29,8,5,3,1,1,0.005413025762433602,0.5968029957733548,1.4333937165162012,0.744076498449376,3.0045160565020743,-1.8452755341613112,0.0024037465624717506,-0.0006515251124393379,-0.00231376588367442
29,8,6,2,1,1,0.0009021709604056002,0.33934220705238705,1.6510090771824324,0.6430559456585899,-0.8903313170822287,0.7606777601002037,0.0001968681598198143,0.0001426051764742907,0.0001357233804234788
29,8,7,1,1,1,9.913966597863739e-05,0.25353658096545717,1.2394882947620762,0.7718936353010214,-2.4333417349049933,-1.1938534401429173,1.9401957132327513e-05,7.141466705859257e-06,-1.8039827988475337e-05
29,8,8,0,1,1,5.452681628825056e-06,0.14317193728333336,0.8115571960160283,0.9999999999999998,1.007626038901457,1.8191832349174855,7.806709921881247e-07,-1.9192069795434064e-07,7.567123916923191e-07
30,9,0,9,1,1,0.32176386913229016,0.9999999999999998,0.31512889272119843,0.9763381137476494,0.24303536714689833,0.5581642598680967,0.3141503290607656,0.2664713574829247,0.16638342733035252
30,9,1,8,1,1,0.34069115555183666,0.9975954207533365,0.39509996627583965,0.9572957315991736,0.38917494476200426,0.7842749110378439,0.3253579542642244,0.23032108918491298,0.22980425209224586
30,9,2,7,1,1,0.20647948821323434,0.9874829901604438,0.5240744448890677,0.9234290842526175,0.6375021100762169,1.1615765549652846,0.18828255690682474,0.07491643252384729,0.1727363579946953
30,9,3,6,1,1,0.09033477609329002,0.95064455661289,0.7335227583594347,0.8659767443538552,1.0658025216723792,1.7993252800318138,0.0743668467937073,-0.01684743497056263,0.0724333613533943
30,9,4,5,1,1,0.030597262870307913,0.8351820771048222,1.055428692598929,0.7764579796169434,1.815945092166804,2.871373784765733,0.019841828934721906,-0.019121818449917317,0.005296624835040606
30,9,5,4,1,1,0.008159270098748776,0.5968029957733548,1.4333937165162012,0.6558573371635956,-3.131952278849279,-1.6985585623330777,0.003193682112519189,-0.00040692280812504897,-0.0031676520111989345
30,9,6,3,1,1,0.0016881248480169883,0.33934220705238705,1.6510090771824324,0.5190060092841398,-0.7137431315281272,0.9372659456543052,0.00029731363650595363,0.00017600780736681115,0.00023961771678722302
30,9,7,2,1,1,0.00025838645632913083,0.25353658096545717,1.2394882947620762,0.5992852493231106,-2.2413289179193714,-1.0018406231572954,3.925942760716791e-05,2.1151117147862216e-05,-3.30746564523332e-05
30,9,8,1,1,1,2.6317139070559622e-05,0.14317193728333336,0.8115571960160283,0.7159153259843852,1.2634674026535673,2.0750245986695957,2.6974800205196276e-06,-1.3032386463531669e-06,2.361772108344523e-06
